Compagnie,Numéro de vol,Lieu de départ IATA,Lieu d'arrivée IATA,Aircraft Code IATA,Opérationnel,Date départ UTC,Date départ LT,Date arrivée UTC,Date arrivée LT,Heure départ (en min UTC),Heure départ (en min LT),Heure arrivée (en min UTC),Heure arrivée (en min LT)
LX,6,ZRH,ORD,333,True,19JUN23,19JUN23,19JUN23,19JUN23,465,585,1055,755
LX,7,ORD,ZRH,333,True,19JUN23,19JUN23,19JUN23,19JUN23,1180,880,255,375
LX,8,ZRH,ORD,77W,True,19JUN23,19JUN23,19JUN23,19JUN23,680,800,1265,965
LX,9,ORD,ZRH,77W,True,19JUN23,18JUN23,19JUN23,18JUN23,10,1150,525,645
LX,14,ZRH,JFK,333,True,19JUN23,19JUN23,19JUN23,19JUN23,675,795,1215,975
LX,15,JFK,ZRH,333,True,19JUN23,18JUN23,19JUN23,18JUN23,55,1255,530,650
LX,16,ZRH,JFK,333,True,19JUN23,19JUN23,19JUN23,19JUN23,480,600,1005,765
LX,17,JFK,ZRH,333,True,19JUN23,19JUN23,19JUN23,19JUN23,1230,990,255,375
LX,18,ZRH,EWR,343,True,19JUN23,19JUN23,19JUN23,19JUN23,920,1040,10,1210
LX,19,EWR,ZRH,343,True,19JUN23,18JUN23,19JUN23,18JUN23,110,1310,575,695
LX,22,GVA,JFK,333,True,19JUN23,19JUN23,19JUN23,19JUN23,590,710,1105,865
LX,23,JFK,GVA,333,True,19JUN23,19JUN23,19JUN23,19JUN23,1405,1165,435,555
LX,38,ZRH,SFO,77W,True,19JUN23,19JUN23,19JUN23,19JUN23,670,790,1380,960
LX,39,SFO,ZRH,77W,True,19JUN23,18JUN23,19JUN23,18JUN23,170,1190,820,940
LX,40,ZRH,LAX,77W,True,19JUN23,19JUN23,19JUN23,19JUN23,670,790,1410,990
LX,41,LAX,ZRH,77W,True,19JUN23,18JUN23,19JUN23,18JUN23,145,1165,825,945
LX,52,ZRH,BOS,333,True,19JUN23,19JUN23,19JUN23,19JUN23,940,1060,5,1205
LX,53,BOS,ZRH,333,True,19JUN23,18JUN23,19JUN23,18JUN23,110,1310,545,665
LX,54,ZRH,BOS,333,True,19JUN23,19JUN23,19JUN23,19JUN23,655,775,1160,920
LX,55,BOS,ZRH,333,True,19JUN23,19JUN23,19JUN23,19JUN23,1270,1030,260,380
LX,64,ZRH,MIA,77W,True,19JUN23,19JUN23,19JUN23,19JUN23,665,785,1275,1035
LX,65,MIA,ZRH,77W,True,19JUN23,19JUN23,19JUN23,19JUN23,1425,1185,530,650
LX,87,YUL,ZRH,333,True,19JUN23,19JUN23,19JUN23,19JUN23,1250,1010,260,380
LX,92,ZRH,GRU,77W,True,19JUN23,19JUN23,19JUN23,19JUN23,1240,1360,505,325
LX,93,GRU,ZRH,77W,True,19JUN23,19JUN23,19JUN23,19JUN23,1305,1125,535,655
LX,138,ZRH,HKG,343,True,19JUN23,19JUN23,19JUN23,19JUN23,1240,1360,525,1005
LX,139,HKG,ZRH,343,True,19JUN23,19JUN23,19JUN23,19JUN23,865,1345,250,370
LX,146,ZRH,DEL,333,True,19JUN23,19JUN23,19JUN23,19JUN23,635,755,1100,1430
LX,147,DEL,ZRH,333,True,19JUN23,20JUN23,19JUN23,20JUN23,1185,75,260,380
LX,154,ZRH,BOM,333,True,19JUN23,19JUN23,19JUN23,19JUN23,475,595,970,1300
LX,155,BOM,ZRH,333,True,19JUN23,20JUN23,19JUN23,20JUN23,1165,55,255,375
LX,160,ZRH,NRT,77W,True,19JUN23,19JUN23,19JUN23,19JUN23,660,780,1425,525
LX,161,NRT,ZRH,77W,True,19JUN23,19JUN23,19JUN23,19JUN23,105,645,970,1090
LX,176,ZRH,SIN,77W,True,19JUN23,19JUN23,19JUN23,19JUN23,1240,1360,535,1015
LX,177,SIN,ZRH,77W,True,19JUN23,19JUN23,19JUN23,19JUN23,930,1410,250,370
LX,180,ZRH,BKK,77W,True,19JUN23,19JUN23,19JUN23,19JUN23,1000,1120,205,625
LX,181,BKK,ZRH,77W,True,19JUN23,19JUN23,19JUN23,19JUN23,365,785,1055,1175
LX,188,ZRH,PVG,77W,True,19JUN23,19JUN23,19JUN23,19JUN23,480,600,1190,230
LX,238,ZRH,CAI,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,335,455,570,750
LX,239,CAI,ZRH,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,620,800,865,985
LX,242,ZRH,DXB,333,True,19JUN23,19JUN23,19JUN23,19JUN23,650,770,1015,1255
LX,243,DXB,ZRH,333,True,19JUN23,20JUN23,19JUN23,20JUN23,1275,75,250,370
LX,252,ZRH,TLV,32Q,True,19JUN23,19JUN23,19JUN23,19JUN23,625,745,860,1040
LX,253,TLV,ZRH,32Q,True,19JUN23,19JUN23,19JUN23,19JUN23,915,1095,1175,1295
LX,256,ZRH,TLV,223,True,19JUN23,19JUN23,19JUN23,19JUN23,1245,1365,35,215
LX,257,TLV,ZRH,223,True,19JUN23,19JUN23,19JUN23,19JUN23,110,290,370,490
LX,283,JNB,ZRH,343,True,19JUN23,19JUN23,19JUN23,19JUN23,1045,1165,250,370
LX,316,ZRH,LHR,32Q,True,19JUN23,19JUN23,19JUN23,19JUN23,305,425,415,475
LX,317,LHR,ZRH,32Q,True,19JUN23,19JUN23,19JUN23,19JUN23,460,520,575,695
LX,318,ZRH,LHR,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,510,630,625,685
LX,319,LHR,ZRH,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,665,725,765,885
LX,324,ZRH,LHR,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,810,930,920,980
LX,325,LHR,ZRH,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,970,1030,1075,1195
LX,326,ZRH,LHR,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,910,1030,1015,1075
LX,327,LHR,ZRH,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,1060,1120,1160,1280
LX,332,ZRH,LHR,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,605,725,720,780
LX,333,LHR,ZRH,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,765,825,870,990
LX,338,ZRH,LHR,221,True,19JUN23,19JUN23,19JUN23,19JUN23,995,1115,1105,1165
LX,339,LHR,ZRH,221,True,19JUN23,19JUN23,19JUN23,19JUN23,1145,1205,1245,1365
LX,340,ZRH,LHR,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,1135,1255,1245,1305
LX,345,LHR,ZRH,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,300,360,400,520
LX,348,GVA,LHR,223,True,19JUN23,19JUN23,19JUN23,19JUN23,830,950,935,995
LX,349,LHR,GVA,223,True,19JUN23,19JUN23,19JUN23,19JUN23,975,1035,1075,1195
LX,352,GVA,LHR,221,True,19JUN23,19JUN23,19JUN23,19JUN23,330,450,435,495
LX,353,LHR,GVA,221,True,19JUN23,19JUN23,19JUN23,19JUN23,475,535,570,690
LX,354,GVA,LHR,223,True,19JUN23,19JUN23,19JUN23,19JUN23,655,775,760,820
LX,355,LHR,GVA,223,True,19JUN23,19JUN23,19JUN23,19JUN23,805,865,905,1025
LX,356,GVA,LHR,223,True,19JUN23,19JUN23,19JUN23,19JUN23,950,1070,1050,1110
LX,357,LHR,GVA,223,True,19JUN23,19JUN23,19JUN23,19JUN23,1095,1155,1200,1320
LX,358,GVA,LHR,223,True,19JUN23,19JUN23,19JUN23,19JUN23,1130,1250,1230,1290
LX,359,LHR,GVA,223,True,19JUN23,19JUN23,19JUN23,19JUN23,360,420,455,575
LX,380,ZRH,MAN,223,True,19JUN23,19JUN23,19JUN23,19JUN23,910,1030,1025,1085
LX,381,MAN,ZRH,223,True,19JUN23,19JUN23,19JUN23,19JUN23,1065,1125,1185,1305
LX,390,ZRH,MAN,E90,True,19JUN23,19JUN23,19JUN23,19JUN23,305,425,425,485
LX,391,MAN,ZRH,E90,True,19JUN23,19JUN23,19JUN23,19JUN23,465,525,585,705
LX,400,ZRH,DUB,223,True,19JUN23,19JUN23,19JUN23,19JUN23,510,630,650,710
LX,401,DUB,ZRH,223,True,19JUN23,19JUN23,19JUN23,19JUN23,700,760,835,955
LX,406,ZRH,DUB,223,True,19JUN23,19JUN23,19JUN23,19JUN23,1145,1265,1285,1345
LX,407,DUB,ZRH,223,True,19JUN23,19JUN23,19JUN23,19JUN23,420,480,555,675
LX,420,ZRH,BHX,223,True,19JUN23,19JUN23,19JUN23,19JUN23,330,450,435,495
LX,421,BHX,ZRH,223,True,19JUN23,19JUN23,19JUN23,19JUN23,480,540,590,710
LX,424,ZRH,BHX,290,True,19JUN23,19JUN23,19JUN23,19JUN23,925,1045,1030,1090
LX,425,BHX,ZRH,290,True,19JUN23,19JUN23,19JUN23,19JUN23,1070,1130,1180,1300
LX,442,GVA,LCY,221,True,19JUN23,19JUN23,19JUN23,19JUN23,310,430,415,475
LX,443,LCY,GVA,221,True,19JUN23,19JUN23,19JUN23,19JUN23,450,510,545,665
LX,446,GVA,LCY,221,True,19JUN23,19JUN23,19JUN23,19JUN23,955,1075,1055,1115
LX,447,LCY,GVA,221,True,19JUN23,19JUN23,19JUN23,19JUN23,1090,1150,1185,1305
LX,450,ZRH,LCY,290,True,19JUN23,19JUN23,19JUN23,19JUN23,290,410,390,450
LX,451,LCY,ZRH,290,True,19JUN23,19JUN23,19JUN23,19JUN23,425,485,520,640
LX,456,ZRH,LCY,290,True,19JUN23,19JUN23,19JUN23,19JUN23,590,710,690,750
LX,457,LCY,ZRH,290,True,19JUN23,19JUN23,19JUN23,19JUN23,725,785,820,940
LX,460,ZRH,LCY,290,True,19JUN23,19JUN23,19JUN23,19JUN23,370,490,470,530
LX,461,LCY,ZRH,290,True,19JUN23,19JUN23,19JUN23,19JUN23,505,565,595,715
LX,464,ZRH,LCY,290,True,19JUN23,19JUN23,19JUN23,19JUN23,865,985,965,1025
LX,465,LCY,ZRH,290,True,19JUN23,19JUN23,19JUN23,19JUN23,1000,1060,1095,1215
LX,466,ZRH,LCY,221,True,19JUN23,19JUN23,19JUN23,19JUN23,935,1055,1035,1095
LX,467,LCY,ZRH,221,True,19JUN23,19JUN23,19JUN23,19JUN23,1070,1130,1165,1285
LX,480,ZRH,BRS,223,True,19JUN23,19JUN23,19JUN23,19JUN23,905,1025,1025,1085
LX,481,BRS,ZRH,223,True,19JUN23,19JUN23,19JUN23,19JUN23,1070,1130,1180,1300
LX,528,GVA,NCE,223,True,19JUN23,19JUN23,19JUN23,19JUN23,1030,1150,1090,1210
LX,529,NCE,GVA,223,True,19JUN23,19JUN23,19JUN23,19JUN23,1135,1255,1200,1320
LX,550,ZRH,BOD,290,True,19JUN23,19JUN23,19JUN23,19JUN23,640,760,735,855
LX,551,BOD,ZRH,290,True,19JUN23,19JUN23,19JUN23,19JUN23,790,910,890,1010
LX,560,ZRH,NCE,320,True,19JUN23,19JUN23,19JUN23,19JUN23,910,1030,980,1100
LX,561,NCE,ZRH,320,True,19JUN23,19JUN23,19JUN23,19JUN23,1030,1150,1105,1225
LX,562,ZRH,NCE,223,True,19JUN23,19JUN23,19JUN23,19JUN23,395,515,465,585
LX,563,NCE,ZRH,223,True,19JUN23,19JUN23,19JUN23,19JUN23,510,630,585,705
LX,564,ZRH,NCE,E90,True,19JUN23,19JUN23,19JUN23,19JUN23,1160,1280,1230,1350
LX,565,NCE,ZRH,E90,True,19JUN23,19JUN23,19JUN23,19JUN23,285,405,355,475
LX,568,ZRH,NCE,E90,True,19JUN23,19JUN23,19JUN23,19JUN23,650,770,725,845
LX,569,NCE,ZRH,E90,True,19JUN23,19JUN23,19JUN23,19JUN23,770,890,845,965
LX,570,ZRH,NTE,E90,True,19JUN23,19JUN23,19JUN23,19JUN23,625,745,725,845
LX,571,NTE,ZRH,E90,True,19JUN23,19JUN23,19JUN23,19JUN23,795,915,890,1010
LX,580,ZRH,MRS,E90,True,19JUN23,19JUN23,19JUN23,19JUN23,625,745,710,830
LX,581,MRS,ZRH,E90,True,19JUN23,19JUN23,19JUN23,19JUN23,750,870,840,960
LX,632,ZRH,CDG,320,True,19JUN23,19JUN23,19JUN23,19JUN23,330,450,420,540
LX,633,CDG,ZRH,320,True,19JUN23,19JUN23,19JUN23,19JUN23,470,590,550,670
LX,638,ZRH,CDG,223,True,19JUN23,19JUN23,19JUN23,19JUN23,655,775,735,855
LX,639,CDG,ZRH,223,True,19JUN23,19JUN23,19JUN23,19JUN23,785,905,860,980
LX,644,ZRH,CDG,223,True,19JUN23,19JUN23,19JUN23,19JUN23,955,1075,1035,1155
LX,645,CDG,ZRH,223,True,19JUN23,19JUN23,19JUN23,19JUN23,1095,1215,1170,1290
LX,646,ZRH,CDG,223,True,19JUN23,19JUN23,19JUN23,19JUN23,1155,1275,1230,1350
LX,647,CDG,ZRH,223,True,19JUN23,19JUN23,19JUN23,19JUN23,300,420,375,495
LX,724,ZRH,AMS,223,True,19JUN23,19JUN23,19JUN23,19JUN23,320,440,420,540
LX,725,AMS,ZRH,223,True,19JUN23,19JUN23,19JUN23,19JUN23,470,590,555,675
LX,728,ZRH,AMS,223,True,19JUN23,19JUN23,19JUN23,19JUN23,630,750,730,850
LX,729,AMS,ZRH,223,True,19JUN23,19JUN23,19JUN23,19JUN23,775,895,870,990
LX,734,ZRH,AMS,223,True,19JUN23,19JUN23,19JUN23,19JUN23,935,1055,1035,1155
LX,735,AMS,ZRH,223,True,19JUN23,19JUN23,19JUN23,19JUN23,1080,1200,1165,1285
LX,736,ZRH,AMS,221,True,19JUN23,19JUN23,19JUN23,19JUN23,1135,1255,1230,1350
LX,737,AMS,ZRH,221,True,19JUN23,19JUN23,19JUN23,19JUN23,300,420,385,505
LX,750,ZRH,LUX,320,True,19JUN23,19JUN23,19JUN23,19JUN23,435,555,495,615
LX,751,LUX,ZRH,320,True,19JUN23,19JUN23,19JUN23,19JUN23,540,660,600,720
LX,758,ZRH,LUX,223,True,19JUN23,19JUN23,19JUN23,19JUN23,920,1040,975,1095
LX,759,LUX,ZRH,223,True,19JUN23,19JUN23,19JUN23,19JUN23,1015,1135,1070,1190
LX,780,ZRH,BRU,223,True,19JUN23,19JUN23,19JUN23,19JUN23,660,780,735,855
LX,781,BRU,ZRH,223,True,19JUN23,19JUN23,19JUN23,19JUN23,780,900,855,975
LX,786,ZRH,BRU,32B,True,19JUN23,19JUN23,19JUN23,19JUN23,325,445,405,525
LX,787,BRU,ZRH,32B,True,19JUN23,19JUN23,19JUN23,19JUN23,465,585,540,660
LX,788,ZRH,BRU,321,True,19JUN23,19JUN23,19JUN23,19JUN23,975,1095,1050,1170
LX,789,BRU,ZRH,321,True,19JUN23,19JUN23,19JUN23,19JUN23,1095,1215,1160,1280
LX,790,GVA,BRU,223,True,19JUN23,19JUN23,19JUN23,19JUN23,305,425,380,500
LX,791,BRU,GVA,223,True,19JUN23,19JUN23,19JUN23,19JUN23,435,555,510,630
LX,814,ZRH,HAJ,E90,True,19JUN23,19JUN23,19JUN23,19JUN23,310,430,395,515
LX,815,HAJ,ZRH,E90,True,19JUN23,19JUN23,19JUN23,19JUN23,450,570,530,650
LX,828,ZRH,HAJ,E90,True,19JUN23,19JUN23,19JUN23,19JUN23,905,1025,980,1100
LX,829,HAJ,ZRH,E90,True,19JUN23,19JUN23,19JUN23,19JUN23,1025,1145,1105,1225
LX,916,ZRH,DRS,223,True,19JUN23,19JUN23,19JUN23,19JUN23,420,540,495,615
LX,917,DRS,ZRH,223,True,19JUN23,19JUN23,19JUN23,19JUN23,535,655,610,730
LX,918,ZRH,DRS,320,True,19JUN23,19JUN23,19JUN23,19JUN23,890,1010,970,1090
LX,919,DRS,ZRH,320,True,19JUN23,19JUN23,19JUN23,19JUN23,1015,1135,1090,1210
LX,962,ZRH,BER,32B,True,19JUN23,19JUN23,19JUN23,19JUN23,1135,1255,1220,1340
LX,963,BER,ZRH,321,True,19JUN23,19JUN23,19JUN23,19JUN23,300,420,385,505
LX,966,ZRH,BER,320,True,19JUN23,19JUN23,19JUN23,19JUN23,640,760,725,845
LX,967,BER,ZRH,320,True,19JUN23,19JUN23,19JUN23,19JUN23,775,895,860,980
LX,970,ZRH,BER,320,True,19JUN23,19JUN23,19JUN23,19JUN23,870,990,955,1075
LX,971,BER,ZRH,320,True,19JUN23,19JUN23,19JUN23,19JUN23,1005,1125,1090,1210
LX,974,ZRH,BER,321,True,19JUN23,19JUN23,19JUN23,19JUN23,320,440,405,525
LX,975,BER,ZRH,321,True,19JUN23,19JUN23,19JUN23,19JUN23,455,575,545,665
LX,976,ZRH,BER,32B,True,19JUN23,19JUN23,19JUN23,19JUN23,400,520,485,605
LX,977,BER,ZRH,32B,True,19JUN23,19JUN23,19JUN23,19JUN23,535,655,620,740
LX,978,ZRH,BER,295,True,19JUN23,19JUN23,19JUN23,19JUN23,980,1100,1065,1185
LX,979,BER,ZRH,295,True,19JUN23,19JUN23,19JUN23,19JUN23,1110,1230,1200,1320
LX,982,ZRH,BER,223,True,19JUN23,19JUN23,19JUN23,19JUN23,930,1050,1015,1135
LX,983,BER,ZRH,223,True,19JUN23,19JUN23,19JUN23,19JUN23,1065,1185,1155,1275
LX,1016,ZRH,DUS,320,True,19JUN23,19JUN23,19JUN23,19JUN23,325,445,405,525
LX,1017,DUS,ZRH,320,True,19JUN23,19JUN23,19JUN23,19JUN23,460,580,535,655
LX,1018,ZRH,DUS,320,True,19JUN23,19JUN23,19JUN23,19JUN23,640,760,720,840
LX,1019,DUS,ZRH,320,True,19JUN23,19JUN23,19JUN23,19JUN23,765,885,835,955
LX,1024,ZRH,DUS,320,True,19JUN23,19JUN23,19JUN23,19JUN23,895,1015,970,1090
LX,1025,DUS,ZRH,320,True,19JUN23,19JUN23,19JUN23,19JUN23,1015,1135,1080,1200
LX,1026,ZRH,DUS,320,True,19JUN23,19JUN23,19JUN23,19JUN23,955,1075,1030,1150
LX,1027,DUS,ZRH,320,True,19JUN23,19JUN23,19JUN23,19JUN23,1075,1195,1145,1265
LX,1046,GVA,HAM,223,True,19JUN23,19JUN23,19JUN23,19JUN23,770,890,880,1000
LX,1047,HAM,GVA,223,True,19JUN23,19JUN23,19JUN23,19JUN23,925,1045,1030,1150
LX,1050,ZRH,HAM,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,310,430,400,520
LX,1051,HAM,ZRH,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,465,585,550,670
LX,1052,ZRH,HAM,320,True,19JUN23,19JUN23,19JUN23,19JUN23,380,500,470,590
LX,1053,HAM,ZRH,320,True,19JUN23,19JUN23,19JUN23,19JUN23,515,635,600,720
LX,1054,ZRH,HAM,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,950,1070,1040,1160
LX,1055,HAM,ZRH,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,1090,1210,1175,1295
LX,1056,ZRH,HAM,223,True,19JUN23,19JUN23,19JUN23,19JUN23,635,755,725,845
LX,1057,HAM,ZRH,223,True,19JUN23,19JUN23,19JUN23,19JUN23,775,895,865,985
LX,1058,ZRH,HAM,320,True,19JUN23,19JUN23,19JUN23,19JUN23,895,1015,980,1100
LX,1059,HAM,ZRH,320,True,19JUN23,19JUN23,19JUN23,19JUN23,1030,1150,1110,1230
LX,1068,ZRH,FRA,223,True,19JUN23,19JUN23,19JUN23,19JUN23,300,420,365,485
LX,1069,FRA,ZRH,223,True,19JUN23,19JUN23,19JUN23,19JUN23,410,530,465,585
LX,1072,ZRH,FRA,320,True,19JUN23,19JUN23,19JUN23,19JUN23,610,730,675,795
LX,1073,FRA,ZRH,320,True,19JUN23,19JUN23,19JUN23,19JUN23,765,885,820,940
LX,1076,ZRH,FRA,290,True,19JUN23,19JUN23,19JUN23,19JUN23,1025,1145,1090,1210
LX,1077,FRA,ZRH,290,True,19JUN23,19JUN23,19JUN23,19JUN23,1130,1250,1195,1315
LX,1080,GVA,FRA,223,True,19JUN23,19JUN23,19JUN23,19JUN23,295,415,370,490
LX,1081,FRA,GVA,223,True,19JUN23,19JUN23,19JUN23,19JUN23,420,540,485,605
LX,1082,GVA,FRA,223,True,19JUN23,19JUN23,19JUN23,19JUN23,525,645,605,725
LX,1083,FRA,GVA,223,True,19JUN23,19JUN23,19JUN23,19JUN23,660,780,725,845
LX,1086,GVA,FRA,221,True,19JUN23,19JUN23,19JUN23,19JUN23,1005,1125,1075,1195
LX,1087,FRA,GVA,221,True,19JUN23,19JUN23,19JUN23,19JUN23,1140,1260,1205,1325
LX,1100,ZRH,MUC,295,True,19JUN23,19JUN23,19JUN23,19JUN23,310,430,370,490
LX,1101,MUC,ZRH,295,True,19JUN23,19JUN23,19JUN23,19JUN23,425,545,485,605
LX,1110,ZRH,MUC,320,True,19JUN23,19JUN23,19JUN23,19JUN23,1045,1165,1100,1220
LX,1111,MUC,ZRH,320,True,19JUN23,19JUN23,19JUN23,19JUN23,1140,1260,1195,1315
LX,1164,ZRH,STR,223,True,19JUN23,19JUN23,19JUN23,19JUN23,455,575,500,620
LX,1165,STR,ZRH,223,True,19JUN23,19JUN23,19JUN23,19JUN23,540,660,585,705
LX,1168,ZRH,STR,223,True,19JUN23,19JUN23,19JUN23,19JUN23,625,745,670,790
LX,1169,STR,ZRH,223,True,19JUN23,19JUN23,19JUN23,19JUN23,770,890,815,935
LX,1174,ZRH,STR,290,True,19JUN23,19JUN23,19JUN23,19JUN23,955,1075,1000,1120
LX,1175,STR,ZRH,290,True,19JUN23,19JUN23,19JUN23,19JUN23,1040,1160,1085,1205
LX,1188,ZRH,NUE,221,True,19JUN23,19JUN23,19JUN23,19JUN23,445,565,500,620
LX,1189,NUE,ZRH,221,True,19JUN23,19JUN23,19JUN23,19JUN23,540,660,600,720
LX,1192,ZRH,NUE,223,True,19JUN23,19JUN23,19JUN23,19JUN23,925,1045,980,1100
LX,1193,NUE,ZRH,223,True,19JUN23,19JUN23,19JUN23,19JUN23,1025,1145,1080,1200
LX,1210,ZRH,OSL,295,True,19JUN23,19JUN23,19JUN23,19JUN23,530,650,675,795
LX,1211,OSL,ZRH,295,True,19JUN23,19JUN23,19JUN23,19JUN23,720,840,865,985
LX,1218,ZRH,OSL,295,True,19JUN23,19JUN23,19JUN23,19JUN23,1130,1250,1275,1395
LX,1219,OSL,ZRH,290,True,19JUN23,19JUN23,19JUN23,19JUN23,285,405,430,550
LX,1222,ZRH,GOT,223,True,19JUN23,19JUN23,19JUN23,19JUN23,605,725,730,850
LX,1223,GOT,ZRH,223,True,19JUN23,19JUN23,19JUN23,19JUN23,770,890,890,1010
LX,1228,ZRH,GOT,223,True,19JUN23,19JUN23,19JUN23,19JUN23,1135,1255,1260,1380
LX,1229,GOT,ZRH,223,True,19JUN23,19JUN23,19JUN23,19JUN23,285,405,405,525
LX,1248,ZRH,ARN,223,True,19JUN23,19JUN23,19JUN23,19JUN23,480,600,630,750
LX,1249,ARN,ZRH,223,True,19JUN23,19JUN23,19JUN23,19JUN23,675,795,825,945
LX,1250,ZRH,ARN,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,640,760,785,905
LX,1251,ARN,ZRH,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,835,955,980,1100
LX,1254,ZRH,ARN,320,True,19JUN23,19JUN23,19JUN23,19JUN23,1140,1260,1285,1405
LX,1255,ARN,ZRH,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,280,400,430,550
LX,1266,ZRH,CPH,321,True,19JUN23,19JUN23,19JUN23,19JUN23,300,420,405,525
LX,1267,CPH,ZRH,321,True,19JUN23,19JUN23,19JUN23,19JUN23,455,575,565,685
LX,1270,ZRH,CPH,223,True,19JUN23,19JUN23,19JUN23,19JUN23,615,735,720,840
LX,1271,CPH,ZRH,223,True,19JUN23,19JUN23,19JUN23,19JUN23,770,890,875,995
LX,1272,ZRH,CPH,223,True,19JUN23,19JUN23,19JUN23,19JUN23,925,1045,1030,1150
LX,1273,CPH,ZRH,223,True,19JUN23,19JUN23,19JUN23,19JUN23,1080,1200,1185,1305
LX,1276,ZRH,CPH,E90,True,19JUN23,19JUN23,19JUN23,19JUN23,890,1010,995,1115
LX,1277,CPH,ZRH,E90,True,19JUN23,19JUN23,19JUN23,19JUN23,1040,1160,1145,1265
LX,1280,ZRH,BLL,290,True,19JUN23,19JUN23,19JUN23,19JUN23,620,740,730,850
LX,1281,BLL,ZRH,290,True,19JUN23,19JUN23,19JUN23,19JUN23,795,915,900,1020
LX,1317,TLL,ZRH,223,True,19JUN23,19JUN23,19JUN23,19JUN23,225,405,395,515
LX,1340,ZRH,VNO,221,True,19JUN23,19JUN23,19JUN23,19JUN23,620,740,770,950
LX,1341,VNO,ZRH,221,True,19JUN23,19JUN23,19JUN23,19JUN23,810,990,955,1075
LX,1342,ZRH,WAW,223,True,19JUN23,19JUN23,19JUN23,19JUN23,300,420,415,535
LX,1343,WAW,ZRH,223,True,19JUN23,19JUN23,19JUN23,19JUN23,455,575,575,695
LX,1348,ZRH,WAW,223,True,19JUN23,19JUN23,19JUN23,19JUN23,600,720,715,835
LX,1349,WAW,ZRH,223,True,19JUN23,19JUN23,19JUN23,19JUN23,755,875,875,995
LX,1352,ZRH,WAW,290,True,19JUN23,19JUN23,19JUN23,19JUN23,915,1035,1030,1150
LX,1353,WAW,ZRH,290,True,19JUN23,19JUN23,19JUN23,19JUN23,1070,1190,1190,1310
LX,1370,ZRH,KRK,223,True,19JUN23,19JUN23,19JUN23,19JUN23,305,425,405,525
LX,1371,KRK,ZRH,223,True,19JUN23,19JUN23,19JUN23,19JUN23,450,570,555,675
LX,1376,ZRH,WRO,221,True,19JUN23,19JUN23,19JUN23,19JUN23,335,455,430,550
LX,1377,WRO,ZRH,221,True,19JUN23,19JUN23,19JUN23,19JUN23,470,590,570,690
LX,1380,ZRH,GDN,295,True,19JUN23,19JUN23,19JUN23,19JUN23,295,415,405,525
LX,1381,GDN,ZRH,295,True,19JUN23,19JUN23,19JUN23,19JUN23,450,570,565,685
LX,1390,ZRH,SOF,223,True,19JUN23,19JUN23,19JUN23,19JUN23,570,690,705,885
LX,1391,SOF,ZRH,223,True,19JUN23,19JUN23,19JUN23,19JUN23,750,930,890,1010
LX,1412,ZRH,BEG,E90,True,19JUN23,19JUN23,19JUN23,19JUN23,295,415,395,515
LX,1413,BEG,ZRH,E90,True,19JUN23,19JUN23,19JUN23,19JUN23,440,560,555,675
LX,1416,ZRH,BEG,221,True,19JUN23,19JUN23,19JUN23,19JUN23,615,735,720,840
LX,1417,BEG,ZRH,221,True,19JUN23,19JUN23,19JUN23,19JUN23,765,885,875,995
LX,1418,ZRH,BEG,295,True,19JUN23,19JUN23,19JUN23,19JUN23,930,1050,1035,1155
LX,1419,BEG,ZRH,295,True,19JUN23,19JUN23,19JUN23,19JUN23,1080,1200,1195,1315
LX,1430,GVA,PRN,223,True,19JUN23,19JUN23,19JUN23,19JUN23,555,675,685,805
LX,1431,PRN,GVA,223,True,19JUN23,19JUN23,19JUN23,19JUN23,730,850,860,980
LX,1484,ZRH,PRG,223,True,19JUN23,19JUN23,19JUN23,19JUN23,325,445,400,520
LX,1485,PRG,ZRH,223,True,19JUN23,19JUN23,19JUN23,19JUN23,455,575,540,660
LX,1486,ZRH,PRG,320,True,19JUN23,19JUN23,19JUN23,19JUN23,645,765,725,845
LX,1487,PRG,ZRH,320,True,19JUN23,19JUN23,19JUN23,19JUN23,765,885,845,965
LX,1498,ZRH,PRG,223,True,19JUN23,19JUN23,19JUN23,19JUN23,900,1020,980,1100
LX,1499,PRG,ZRH,223,True,19JUN23,19JUN23,19JUN23,19JUN23,1025,1145,1105,1225
LX,1512,ZRH,GRZ,290,True,19JUN23,19JUN23,19JUN23,19JUN23,420,540,490,610
