Compagnie,Numéro de vol,Lieu de départ IATA,Lieu d'arrivée IATA,Aircraft Code IATA,Opérationnel,Date départ UTC,Date départ LT,Date arrivée UTC,Date arrivée LT,Heure départ (en min UTC),Heure départ (en min LT),Heure arrivée (en min UTC),Heure arrivée (en min LT)
LX,1513,GRZ,ZRH,290,True,19JUN23,19JUN23,19JUN23,19JUN23,530,650,605,725
LX,1594,GVA,VIE,223,True,19JUN23,19JUN23,19JUN23,19JUN23,310,430,410,530
LX,1595,VIE,GVA,223,True,19JUN23,19JUN23,19JUN23,19JUN23,460,580,555,675
LX,1596,GVA,VIE,223,True,19JUN23,19JUN23,19JUN23,19JUN23,945,1065,1040,1160
LX,1597,VIE,GVA,223,True,19JUN23,19JUN23,19JUN23,19JUN23,1100,1220,1195,1315
LX,1599,VIE,GVA,221,True,19JUN23,19JUN23,19JUN23,19JUN23,315,435,410,530
LX,1612,ZRH,MXP,223,True,19JUN23,19JUN23,19JUN23,19JUN23,425,545,480,600
LX,1613,MXP,ZRH,223,True,19JUN23,19JUN23,19JUN23,19JUN23,525,645,580,700
LX,1622,ZRH,MXP,E90,True,19JUN23,19JUN23,19JUN23,19JUN23,930,1050,985,1105
LX,1623,MXP,ZRH,E90,True,19JUN23,19JUN23,19JUN23,19JUN23,1030,1150,1085,1205
LX,1628,ZRH,MXP,290,True,19JUN23,19JUN23,19JUN23,19JUN23,665,785,720,840
LX,1629,MXP,ZRH,290,True,19JUN23,19JUN23,19JUN23,19JUN23,770,890,825,945
LX,1639,MXP,ZRH,290,True,19JUN23,19JUN23,19JUN23,19JUN23,295,415,350,470
LX,1660,ZRH,VCE,223,True,19JUN23,19JUN23,19JUN23,19JUN23,315,435,380,500
LX,1661,VCE,ZRH,223,True,19JUN23,19JUN23,19JUN23,19JUN23,445,565,520,640
LX,1662,ZRH,VCE,223,True,19JUN23,19JUN23,19JUN23,19JUN23,660,780,725,845
LX,1663,VCE,ZRH,223,True,19JUN23,19JUN23,19JUN23,19JUN23,770,890,840,960
LX,1664,ZRH,VCE,320,True,19JUN23,19JUN23,19JUN23,19JUN23,915,1035,980,1100
LX,1665,VCE,ZRH,320,True,19JUN23,19JUN23,19JUN23,19JUN23,1025,1145,1090,1210
LX,1668,ZRH,BLQ,E90,True,19JUN23,19JUN23,19JUN23,19JUN23,415,535,480,600
LX,1669,BLQ,ZRH,E90,True,19JUN23,19JUN23,19JUN23,19JUN23,530,650,605,725
LX,1670,ZRH,BLQ,223,True,19JUN23,19JUN23,19JUN23,19JUN23,675,795,740,860
LX,1671,BLQ,ZRH,223,True,19JUN23,19JUN23,19JUN23,19JUN23,780,900,855,975
LX,1674,ZRH,FLR,290,True,19JUN23,19JUN23,19JUN23,19JUN23,645,765,715,835
LX,1675,FLR,ZRH,290,True,19JUN23,19JUN23,19JUN23,19JUN23,755,875,835,955
LX,1678,ZRH,FLR,290,True,19JUN23,19JUN23,19JUN23,19JUN23,400,520,470,590
LX,1679,FLR,ZRH,290,True,19JUN23,19JUN23,19JUN23,19JUN23,515,635,590,710
LX,1680,ZRH,FLR,221,True,19JUN23,19JUN23,19JUN23,19JUN23,900,1020,970,1090
LX,1681,FLR,ZRH,221,True,19JUN23,19JUN23,19JUN23,19JUN23,1010,1130,1085,1205
LX,1683,FLR,ZRH,295,True,19JUN23,19JUN23,19JUN23,19JUN23,255,375,335,455
LX,1710,ZRH,NAP,320,True,19JUN23,19JUN23,19JUN23,19JUN23,615,735,715,835
LX,1711,NAP,ZRH,320,True,19JUN23,19JUN23,19JUN23,19JUN23,760,880,870,990
LX,1714,ZRH,NAP,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,915,1035,1015,1135
LX,1715,NAP,ZRH,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,1060,1180,1170,1290
LX,1718,ZRH,BDS,223,True,19JUN23,19JUN23,19JUN23,19JUN23,285,405,395,515
LX,1719,BDS,ZRH,223,True,19JUN23,19JUN23,19JUN23,19JUN23,450,570,575,695
LX,1722,ZRH,BDS,223,True,19JUN23,19JUN23,19JUN23,19JUN23,600,720,715,835
LX,1723,BDS,ZRH,223,True,19JUN23,19JUN23,19JUN23,19JUN23,765,885,885,1005
LX,1726,ZRH,FCO,223,True,19JUN23,19JUN23,19JUN23,19JUN23,320,440,410,530
LX,1727,FCO,ZRH,223,True,19JUN23,19JUN23,19JUN23,19JUN23,460,580,560,680
LX,1732,ZRH,FCO,223,True,19JUN23,19JUN23,19JUN23,19JUN23,950,1070,1045,1165
LX,1733,FCO,ZRH,223,True,19JUN23,19JUN23,19JUN23,19JUN23,1095,1215,1185,1305
LX,1734,ZRH,FCO,320,True,19JUN23,19JUN23,19JUN23,19JUN23,1150,1270,1245,1365
LX,1735,FCO,ZRH,320,True,19JUN23,19JUN23,19JUN23,19JUN23,285,405,380,500
LX,1736,ZRH,FCO,321,True,19JUN23,19JUN23,19JUN23,19JUN23,650,770,740,860
LX,1737,FCO,ZRH,321,True,19JUN23,19JUN23,19JUN23,19JUN23,785,905,880,1000
LX,1740,ZRH,PMO,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,295,415,410,530
LX,1741,PMO,ZRH,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,455,575,580,700
LX,1742,ZRH,PMO,320,True,19JUN23,19JUN23,19JUN23,19JUN23,600,720,715,835
LX,1743,PMO,ZRH,320,True,19JUN23,19JUN23,19JUN23,19JUN23,760,880,880,1000
LX,1790,ZRH,MLA,223,True,19JUN23,19JUN23,19JUN23,19JUN23,900,1020,1030,1150
LX,1791,MLA,ZRH,223,True,19JUN23,19JUN23,19JUN23,19JUN23,1075,1195,1215,1335
LX,1822,GVA,ATH,223,True,19JUN23,19JUN23,19JUN23,19JUN23,515,635,680,860
LX,1823,ATH,GVA,223,True,19JUN23,19JUN23,19JUN23,19JUN23,730,910,900,1020
LX,1830,ZRH,ATH,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,470,590,630,810
LX,1831,ATH,ZRH,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,680,860,850,970
LX,1838,ZRH,ATH,32B,True,19JUN23,19JUN23,19JUN23,19JUN23,680,800,840,1020
LX,1839,ATH,ZRH,32B,True,19JUN23,19JUN23,19JUN23,19JUN23,895,1075,1060,1180
LX,1842,ZRH,ATH,223,True,19JUN23,19JUN23,19JUN23,19JUN23,1155,1275,1310,50
LX,1843,ATH,ZRH,223,True,19JUN23,19JUN23,19JUN23,19JUN23,245,425,415,535
LX,1852,ZRH,SKG,223,True,19JUN23,19JUN23,19JUN23,19JUN23,920,1040,1060,1240
LX,1853,SKG,ZRH,223,True,19JUN23,19JUN23,19JUN23,19JUN23,1105,1285,1250,1370
LX,1884,ZRH,OTP,295,True,19JUN23,19JUN23,19JUN23,19JUN23,610,730,750,930
LX,1885,OTP,ZRH,295,True,19JUN23,19JUN23,19JUN23,19JUN23,790,970,935,1055
LX,1886,ZRH,OTP,290,True,19JUN23,19JUN23,19JUN23,19JUN23,1130,1250,1270,10
LX,1887,OTP,ZRH,290,True,19JUN23,19JUN23,19JUN23,19JUN23,240,420,380,500
LX,1950,ZRH,BCN,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,1155,1275,1255,1375
LX,1951,BCN,ZRH,32B,True,19JUN23,19JUN23,19JUN23,19JUN23,245,365,345,465
LX,1952,ZRH,BCN,320,True,19JUN23,19JUN23,19JUN23,19JUN23,320,440,420,540
LX,1953,BCN,ZRH,320,True,19JUN23,19JUN23,19JUN23,19JUN23,470,590,580,700
LX,1954,ZRH,BCN,32B,True,19JUN23,19JUN23,19JUN23,19JUN23,620,740,725,845
LX,1955,BCN,ZRH,32B,True,19JUN23,19JUN23,19JUN23,19JUN23,775,895,880,1000
LX,1956,ZRH,BCN,32B,True,19JUN23,19JUN23,19JUN23,19JUN23,930,1050,1035,1155
LX,1957,BCN,ZRH,32B,True,19JUN23,19JUN23,19JUN23,19JUN23,1085,1205,1190,1310
LX,2032,ZRH,MAD,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,905,1025,1050,1170
LX,2033,MAD,ZRH,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,1100,1220,1235,1355
LX,2064,ZRH,OPO,223,True,19JUN23,19JUN23,19JUN23,19JUN23,910,1030,1065,1125
LX,2065,OPO,ZRH,223,True,19JUN23,19JUN23,19JUN23,19JUN23,1110,1170,1255,1375
LX,2066,ZRH,OPO,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,470,590,630,690
LX,2067,OPO,ZRH,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,680,740,830,950
LX,2078,GVA,OPO,221,True,19JUN23,19JUN23,19JUN23,19JUN23,620,740,760,820
LX,2079,OPO,GVA,221,True,19JUN23,19JUN23,19JUN23,19JUN23,805,865,935,1055
LX,2082,ZRH,LIS,320,True,19JUN23,19JUN23,19JUN23,19JUN23,1145,1265,1320,1380
LX,2083,LIS,ZRH,320,True,19JUN23,19JUN23,19JUN23,19JUN23,295,355,470,590
LX,2084,ZRH,LIS,321,True,19JUN23,19JUN23,19JUN23,19JUN23,645,765,820,880
LX,2085,LIS,ZRH,321,True,19JUN23,19JUN23,19JUN23,19JUN23,875,935,1040,1160
LX,2086,ZRH,LIS,223,True,19JUN23,19JUN23,19JUN23,19JUN23,490,610,660,720
LX,2087,LIS,ZRH,223,True,19JUN23,19JUN23,19JUN23,19JUN23,720,780,880,1000
LX,2092,GVA,LIS,223,True,19JUN23,19JUN23,19JUN23,19JUN23,625,745,785,845
LX,2093,LIS,GVA,223,True,19JUN23,19JUN23,19JUN23,19JUN23,825,885,970,1090
LX,2110,ZRH,AGP,223,True,19JUN23,19JUN23,19JUN23,19JUN23,485,605,650,770
LX,2111,AGP,ZRH,223,True,19JUN23,19JUN23,19JUN23,19JUN23,720,840,875,995
LX,2114,ZRH,AGP,32Q,True,19JUN23,19JUN23,19JUN23,19JUN23,630,750,790,910
LX,2115,AGP,ZRH,32Q,True,19JUN23,19JUN23,19JUN23,19JUN23,840,960,995,1115
LX,2120,ZRH,AGP,320,True,19JUN23,19JUN23,19JUN23,19JUN23,1140,1260,1300,1420
LX,2121,AGP,ZRH,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,270,390,425,545
LX,2130,GVA,VLC,221,True,19JUN23,19JUN23,19JUN23,19JUN23,630,750,740,860
LX,2131,VLC,GVA,221,True,19JUN23,19JUN23,19JUN23,19JUN23,790,910,900,1020
LX,2140,ZRH,VLC,320,True,19JUN23,19JUN23,19JUN23,19JUN23,470,590,595,715
LX,2141,VLC,ZRH,320,True,19JUN23,19JUN23,19JUN23,19JUN23,640,760,765,885
LX,2142,ZRH,VLC,320,True,19JUN23,19JUN23,19JUN23,19JUN23,605,725,730,850
LX,2143,VLC,ZRH,320,True,19JUN23,19JUN23,19JUN23,19JUN23,780,900,905,1025
LX,2146,ZRH,VLC,320,True,19JUN23,19JUN23,19JUN23,19JUN23,1155,1275,1280,1400
LX,2147,VLC,ZRH,320,True,19JUN23,19JUN23,19JUN23,19JUN23,300,420,425,545
LX,2150,ZRH,PMI,295,True,19JUN23,19JUN23,19JUN23,19JUN23,815,935,925,1045
LX,2151,PMI,ZRH,295,True,19JUN23,19JUN23,19JUN23,19JUN23,975,1095,1090,1210
LX,2152,ZRH,PMI,320,True,19JUN23,19JUN23,19JUN23,19JUN23,290,410,400,520
LX,2153,PMI,ZRH,320,True,19JUN23,19JUN23,19JUN23,19JUN23,455,575,570,690
LX,2156,ZRH,PMI,321,True,19JUN23,19JUN23,19JUN23,19JUN23,610,730,725,845
LX,2157,PMI,ZRH,321,True,19JUN23,19JUN23,19JUN23,19JUN23,785,905,900,1020
LX,2158,ZRH,PMI,295,True,19JUN23,19JUN23,19JUN23,19JUN23,480,600,595,715
LX,2159,PMI,ZRH,295,True,19JUN23,19JUN23,19JUN23,19JUN23,645,765,765,885
LX,2174,ZRH,ALC,223,True,19JUN23,19JUN23,19JUN23,19JUN23,880,1000,1020,1140
LX,2175,ALC,ZRH,223,True,19JUN23,19JUN23,19JUN23,19JUN23,1065,1185,1200,1320
LX,2250,ZRH,BUD,320,True,19JUN23,19JUN23,19JUN23,19JUN23,315,435,410,530
LX,2251,BUD,ZRH,320,True,19JUN23,19JUN23,19JUN23,19JUN23,460,580,560,680
LX,2254,ZRH,BUD,223,True,19JUN23,19JUN23,19JUN23,19JUN23,615,735,715,835
LX,2255,BUD,ZRH,223,True,19JUN23,19JUN23,19JUN23,19JUN23,755,875,855,975
LX,2258,ZRH,BUD,223,True,19JUN23,19JUN23,19JUN23,19JUN23,940,1060,1035,1155
LX,2259,BUD,ZRH,223,True,19JUN23,19JUN23,19JUN23,19JUN23,1075,1195,1170,1290
LX,2272,ZRH,LJU,290,True,19JUN23,19JUN23,19JUN23,19JUN23,425,545,495,615
LX,2273,LJU,ZRH,290,True,19JUN23,19JUN23,19JUN23,19JUN23,535,655,610,730
LX,2276,ZRH,LJU,223,True,19JUN23,19JUN23,19JUN23,19JUN23,905,1025,975,1095
LX,2277,LJU,ZRH,223,True,19JUN23,19JUN23,19JUN23,19JUN23,1020,1140,1095,1215
LX,2801,GVA,ZRH,221,True,19JUN23,19JUN23,19JUN23,19JUN23,240,360,285,405
LX,2802,ZRH,GVA,223,True,19JUN23,19JUN23,19JUN23,19JUN23,330,450,385,505
LX,2804,ZRH,GVA,321,True,19JUN23,19JUN23,19JUN23,19JUN23,445,565,495,615
LX,2805,GVA,ZRH,223,True,19JUN23,19JUN23,19JUN23,19JUN23,325,445,375,495
LX,2806,ZRH,GVA,221,True,19JUN23,19JUN23,19JUN23,19JUN23,660,780,715,835
LX,2807,GVA,ZRH,221,True,19JUN23,19JUN23,19JUN23,19JUN23,480,600,535,655
LX,2809,GVA,ZRH,321,True,19JUN23,19JUN23,19JUN23,19JUN23,540,660,595,715
LX,2810,ZRH,GVA,223,True,19JUN23,19JUN23,19JUN23,19JUN23,955,1075,1010,1130
LX,2811,GVA,ZRH,221,True,19JUN23,19JUN23,19JUN23,19JUN23,770,890,830,950
LX,2816,ZRH,GVA,321,True,19JUN23,19JUN23,19JUN23,19JUN23,1130,1250,1180,1300
LX,2819,GVA,ZRH,223,True,19JUN23,19JUN23,19JUN23,19JUN23,1105,1225,1155,1275
LX,3000,AMS,IAH,777,False,19JUN23,19JUN23,19JUN23,19JUN23,555,675,1180,880
LX,3001,IAD,AMS,764,False,19JUN23,19JUN23,19JUN23,19JUN23,1300,1060,335,455
LX,3002,AMS,ORD,787,False,19JUN23,19JUN23,19JUN23,19JUN23,540,660,1070,770
LX,3003,EWR,AMS,777,False,19JUN23,19JUN23,19JUN23,19JUN23,1320,1080,315,435
LX,3004,AMS,IAD,764,False,19JUN23,19JUN23,19JUN23,19JUN23,600,720,1120,880
LX,3006,BCN,EWR,787,False,19JUN23,19JUN23,19JUN23,19JUN23,600,720,1115,875
LX,3008,BRU,ORD,787,False,19JUN23,19JUN23,19JUN23,19JUN23,555,675,1085,785
LX,3010,BRU,EWR,77W,False,19JUN23,19JUN23,19JUN23,19JUN23,495,615,980,740
LX,3011,EWR,BCN,787,False,19JUN23,19JUN23,19JUN23,19JUN23,1410,1170,420,540
LX,3012,BRU,IAD,77W,False,19JUN23,19JUN23,19JUN23,19JUN23,600,720,1105,865
LX,3013,IAD,BRU,77W,False,19JUN23,19JUN23,19JUN23,19JUN23,1300,1060,315,435
LX,3015,EWR,BRU,77W,False,19JUN23,19JUN23,19JUN23,19JUN23,1355,1115,345,465
LX,3016,CDG,EWR,777,False,19JUN23,19JUN23,19JUN23,19JUN23,670,790,1160,920
LX,3018,CDG,ORD,787,False,19JUN23,19JUN23,19JUN23,19JUN23,555,675,1095,795
LX,3019,IAD,CDG,777,False,19JUN23,19JUN23,19JUN23,19JUN23,1280,1040,295,415
LX,3020,CDG,IAD,777,False,19JUN23,19JUN23,19JUN23,19JUN23,625,745,1125,885
LX,3021,EWR,CDG,787,False,19JUN23,19JUN23,19JUN23,19JUN23,1355,1115,345,465
LX,3025,SFO,CDG,777,False,19JUN23,19JUN23,19JUN23,19JUN23,1300,880,505,625
LX,3026,FCO,EWR,787,False,19JUN23,19JUN23,19JUN23,19JUN23,540,660,1105,865
LX,3029,EWR,FCO,787,False,19JUN23,19JUN23,19JUN23,19JUN23,1290,1050,345,465
LX,3030,FCO,IAD,777,False,19JUN23,19JUN23,19JUN23,19JUN23,510,630,1100,860
LX,3031,IAD,FCO,777,False,19JUN23,19JUN23,19JUN23,19JUN23,1295,1055,375,495
LX,3033,ORD,FCO,787,False,19JUN23,19JUN23,19JUN23,19JUN23,1250,950,355,475
LX,3034,EWR,LHR,763,False,19JUN23,19JUN23,19JUN23,19JUN23,1320,1080,320,380
LX,3035,EWR,LHR,763,False,19JUN23,18JUN23,19JUN23,18JUN23,120,1320,550,610
LX,3037,IAD,DUB,764,False,19JUN23,18JUN23,19JUN23,18JUN23,140,1340,560,620
LX,3038,LHR,IAH,787,False,19JUN23,19JUN23,19JUN23,19JUN23,760,820,1370,1070
LX,3039,EWR,OPO,752,False,19JUN23,18JUN23,19JUN23,18JUN23,110,1310,525,585
LX,3040,LHR,EWR,763,False,19JUN23,19JUN23,19JUN23,19JUN23,540,600,1025,785
LX,3041,ORD,LHR,763,False,19JUN23,19JUN23,19JUN23,19JUN23,1400,1100,450,510
LX,3042,LHR,SFO,777,False,19JUN23,19JUN23,19JUN23,19JUN23,565,625,1225,805
LX,3043,EWR,LHR,763,False,19JUN23,18JUN23,19JUN23,18JUN23,0,1200,440,500
LX,3044,LHR,ORD,763,False,19JUN23,19JUN23,19JUN23,19JUN23,725,785,1260,960
LX,3045,IAD,LHR,763,False,19JUN23,18JUN23,19JUN23,18JUN23,125,1325,580,640
LX,3046,LHR,DEN,787,False,19JUN23,19JUN23,19JUN23,19JUN23,605,665,1185,825
LX,3048,LHR,SFO,777,False,19JUN23,19JUN23,19JUN23,19JUN23,680,740,1340,920
LX,3049,SFO,LHR,787,False,19JUN23,18JUN23,19JUN23,18JUN23,170,1190,790,850
LX,3050,LHR,IAD,763,False,19JUN23,19JUN23,19JUN23,19JUN23,940,1000,5,1205
LX,3051,IAH,LHR,787,False,19JUN23,18JUN23,19JUN23,18JUN23,85,1225,635,695
LX,3053,ORD,LHR,763,False,19JUN23,18JUN23,19JUN23,18JUN23,140,1280,625,685
LX,3054,LHR,IAH,777,False,19JUN23,19JUN23,19JUN23,19JUN23,575,635,1190,890
LX,3056,LHR,LAX,787,False,19JUN23,19JUN23,19JUN23,19JUN23,915,975,140,1160
LX,3057,DEN,LHR,787,False,19JUN23,19JUN23,19JUN23,19JUN23,1410,1050,520,580
LX,3058,LHR,ORD,763,False,19JUN23,19JUN23,19JUN23,19JUN23,860,920,1395,1095
LX,3059,EWR,LHR,763,False,19JUN23,18JUN23,19JUN23,18JUN23,60,1260,500,560
LX,3060,LHR,EWR,763,False,19JUN23,19JUN23,19JUN23,19JUN23,1020,1080,70,1270
LX,3061,IAD,LHR,777,False,19JUN23,19JUN23,19JUN23,19JUN23,1295,1055,295,355
LX,3062,LHR,IAD,777,False,19JUN23,19JUN23,19JUN23,19JUN23,675,735,1165,925
LX,3064,LHR,EWR,763,False,19JUN23,19JUN23,19JUN23,19JUN23,660,720,1150,910
LX,3065,IAH,LHR,777,False,19JUN23,19JUN23,19JUN23,19JUN23,1285,985,400,460
LX,3067,LAX,LHR,787,False,19JUN23,18JUN23,19JUN23,18JUN23,15,1035,645,705
LX,3069,SFO,LHR,777,False,19JUN23,19JUN23,19JUN23,19JUN23,1170,750,355,415
LX,3072,MXP,EWR,777,False,19JUN23,19JUN23,19JUN23,19JUN23,565,685,1095,855
LX,3074,OPO,EWR,752,False,19JUN23,19JUN23,19JUN23,19JUN23,695,755,1170,930
LX,3077,EWR,MXP,777,False,19JUN23,19JUN23,19JUN23,19JUN23,1400,1160,430,550
LX,3078,VCE,EWR,777,False,19JUN23,19JUN23,19JUN23,19JUN23,545,665,1100,860
LX,3083,EWR,ATH,787,False,19JUN23,19JUN23,19JUN23,19JUN23,1310,1070,430,610
LX,3091,IAD,ATH,787,False,19JUN23,19JUN23,19JUN23,19JUN23,1270,1030,415,595
LX,3095,EWR,DUB,752,False,19JUN23,18JUN23,19JUN23,18JUN23,105,1305,525,585
LX,3097,LAS,DEN,739,False,19JUN23,19JUN23,19JUN23,19JUN23,1225,805,1347,987
LX,3098,BER,IAD,764,False,19JUN23,19JUN23,19JUN23,19JUN23,550,670,1110,870
LX,3099,IAD,BER,764,False,19JUN23,19JUN23,19JUN23,19JUN23,1305,1065,380,500
LX,3104,FCO,EWR,777,False,19JUN23,19JUN23,19JUN23,19JUN23,655,775,1225,985
LX,3105,EWR,FCO,777,False,19JUN23,18JUN23,19JUN23,18JUN23,40,1240,535,655
LX,3106,PMI,EWR,763,False,19JUN23,19JUN23,19JUN23,19JUN23,550,670,1105,865
LX,3110,FRA,EWR,77W,False,19JUN23,19JUN23,19JUN23,19JUN23,550,670,1065,825
LX,3112,NCE,EWR,763,False,19JUN23,19JUN23,19JUN23,19JUN23,610,730,1185,945
LX,3113,EWR,NCE,763,False,19JUN23,19JUN23,19JUN23,19JUN23,1435,1195,480,600
LX,3114,MXP,ORD,787,False,19JUN23,19JUN23,19JUN23,19JUN23,790,910,1380,1080
LX,3115,ORD,MXP,787,False,19JUN23,18JUN23,19JUN23,18JUN23,135,1275,670,790
LX,3116,LHR,BOS,763,False,19JUN23,19JUN23,19JUN23,19JUN23,1020,1080,40,1240
LX,3117,BOS,LHR,763,False,19JUN23,18JUN23,19JUN23,18JUN23,180,1380,575,635
LX,3118,LHR,DEN,787,False,19JUN23,19JUN23,19JUN23,19JUN23,830,890,1410,1050
LX,3119,DEN,LHR,787,False,19JUN23,18JUN23,19JUN23,18JUN23,140,1220,680,740
LX,3120,LHR,EWR,763,False,19JUN23,19JUN23,19JUN23,19JUN23,720,780,1210,970
LX,3122,LHR,SFO,787,False,19JUN23,19JUN23,19JUN23,19JUN23,790,850,5,1025
LX,3123,SFO,LHR,777,False,19JUN23,19JUN23,19JUN23,19JUN23,1380,960,565,625
LX,3124,NAP,EWR,763,False,19JUN23,19JUN23,19JUN23,19JUN23,475,595,1080,840
LX,3125,EWR,NAP,763,False,19JUN23,19JUN23,19JUN23,19JUN23,1270,1030,355,475
LX,3129,SEA,DEN,7M9,False,19JUN23,19JUN23,19JUN23,19JUN23,1156,736,1321,961
LX,3131,PDX,DEN,739,False,19JUN23,19JUN23,19JUN23,19JUN23,1174,754,1330,970
LX,3133,SAN,DEN,738,False,19JUN23,19JUN23,19JUN23,19JUN23,1190,770,1340,980
LX,3135,PHX,DEN,7M9,False,19JUN23,19JUN23,19JUN23,19JUN23,1223,803,1337,977
LX,3137,SLC,DEN,738,False,19JUN23,19JUN23,19JUN23,19JUN23,1247,887,1337,977
LX,3138,DEN,AUS,738,False,19JUN23,19JUN23,19JUN23,19JUN23,1437,1077,129,1269
LX,3139,AUS,DEN,738,False,19JUN23,19JUN23,19JUN23,19JUN23,1183,883,1331,971
LX,3140,DEN,MCI,738,False,19JUN23,19JUN23,19JUN23,19JUN23,1430,1070,95,1235
LX,3141,MCI,DEN,739,False,19JUN23,19JUN23,19JUN23,19JUN23,1125,825,1240,880
LX,3142,DEN,LAX,738,False,19JUN23,19JUN23,19JUN23,19JUN23,1400,1040,110,1130
LX,3143,LAX,DEN,738,False,19JUN23,19JUN23,19JUN23,19JUN23,1200,780,1347,987
LX,3144,DEN,SFO,738,False,19JUN23,19JUN23,19JUN23,19JUN23,1423,1063,144,1164
LX,3145,SFO,DEN,753,False,19JUN23,19JUN23,19JUN23,19JUN23,1197,777,1355,995
LX,3147,ABQ,DEN,320,False,19JUN23,19JUN23,19JUN23,19JUN23,1174,814,1260,900
LX,3151,SJC,DEN,319,False,19JUN23,19JUN23,19JUN23,19JUN23,1074,654,1234,874
LX,3153,BIL,DEN,738,False,19JUN23,19JUN23,19JUN23,19JUN23,1233,873,1337,977
LX,3155,SMF,DEN,7M9,False,19JUN23,19JUN23,19JUN23,19JUN23,1216,796,1360,1000
LX,3171,SFO,EWR,777,False,19JUN23,19JUN23,19JUN23,19JUN23,1085,665,1414,1174
LX,3173,LAX,EWR,752,False,19JUN23,19JUN23,19JUN23,19JUN23,1110,690,5,1205
LX,3200,ZRH,IAD,763,False,19JUN23,19JUN23,19JUN23,19JUN23,595,715,1155,915
LX,3201,IAD,ZRH,763,False,19JUN23,19JUN23,19JUN23,19JUN23,1310,1070,365,485
LX,3202,GVA,IAD,763,False,19JUN23,19JUN23,19JUN23,19JUN23,580,700,1130,890
LX,3203,IAD,GVA,763,False,19JUN23,19JUN23,19JUN23,19JUN23,1285,1045,340,460
LX,3204,ZRH,ORD,763,False,19JUN23,19JUN23,19JUN23,19JUN23,470,590,1065,765
LX,3205,ORD,ZRH,763,False,19JUN23,19JUN23,19JUN23,19JUN23,1250,950,345,465
LX,3208,ZRH,SFO,777,False,19JUN23,19JUN23,19JUN23,19JUN23,695,815,1415,995
LX,3209,SFO,ZRH,777,False,19JUN23,19JUN23,19JUN23,19JUN23,1275,855,500,620
LX,3216,GVA,EWR,763,False,19JUN23,19JUN23,19JUN23,19JUN23,440,560,970,730
LX,3217,EWR,GVA,763,False,19JUN23,19JUN23,19JUN23,19JUN23,1295,1055,330,450
LX,3218,ZRH,EWR,763,False,19JUN23,19JUN23,19JUN23,19JUN23,490,610,1030,790
LX,3219,EWR,ZRH,763,False,19JUN23,19JUN23,19JUN23,19JUN23,1345,1105,375,495
LX,3236,SAN,SFO,7M9,False,19JUN23,18JUN23,19JUN23,18JUN23,0,1020,94,1114
LX,3236,SAN,SFO,738,False,19JUN23,19JUN23,19JUN23,19JUN23,1384,964,38,1058
LX,3237,SAN,SFO,739,False,19JUN23,19JUN23,19JUN23,19JUN23,1251,831,1349,929
LX,3238,SFO,HNL,739,False,19JUN23,18JUN23,19JUN23,18JUN23,150,1170,484,1324
LX,3239,HNL,SFO,777,False,19JUN23,19JUN23,19JUN23,19JUN23,1020,420,1321,901
LX,3240,ORD,ATL,319,False,19JUN23,19JUN23,19JUN23,19JUN23,1151,851,1276,1036
LX,3241,ATL,ORD,73G,False,19JUN23,19JUN23,19JUN23,19JUN23,1198,958,1330,1030
LX,3242,ORD,ATL,319,False,19JUN23,19JUN23,19JUN23,19JUN23,1408,1108,93,1293
LX,3243,ATL,ORD,73G,False,19JUN23,19JUN23,19JUN23,19JUN23,899,659,1025,725
LX,3246,ORD,DTW,73G,False,19JUN23,19JUN23,19JUN23,19JUN23,1170,870,1249,1009
LX,3248,ORD,DEN,739,False,19JUN23,19JUN23,19JUN23,19JUN23,1375,1075,98,1178
LX,3249,DEN,ORD,752,False,19JUN23,19JUN23,19JUN23,19JUN23,1041,681,1195,895
LX,3250,ORD,MCO,753,False,19JUN23,19JUN23,19JUN23,19JUN23,1385,1085,120,1320
LX,3252,ORD,MSP,739,False,19JUN23,19JUN23,19JUN23,19JUN23,1251,951,1341,1041
LX,3254,ORD,SEA,7M9,False,19JUN23,18JUN23,19JUN23,18JUN23,62,1202,339,1359
LX,3255,SEA,ORD,739,False,19JUN23,19JUN23,19JUN23,19JUN23,1066,646,1307,1007
LX,3256,SFO,SEA,319,False,19JUN23,18JUN23,19JUN23,18JUN23,149,1169,281,1301
LX,3257,SEA,SFO,319,False,19JUN23,19JUN23,19JUN23,19JUN23,1199,779,1331,911
LX,3258,ORD,LAS,738,False,19JUN23,18JUN23,19JUN23,18JUN23,83,1223,321,1341
LX,3259,LAS,ORD,7M9,False,19JUN23,19JUN23,19JUN23,19JUN23,1102,682,1325,1025
LX,3260,ORD,SAN,320,False,19JUN23,19JUN23,19JUN23,19JUN23,1319,1019,136,1156
